#Rev: sensefly/geoinfo/3
fileName	latitude	longitude	altitude_wgs84
DSC06655.JPG	35.3235821689	139.9302061937	155.4705352783	
DSC06656.JPG	35.3240919055	139.9300988429	156.7669372559	
DSC06657.JPG	35.3245447523	139.9299813182	157.0225219727	
DSC06658.JPG	35.3250067111	139.9298686807	159.3093109131	
DSC06659.JPG	35.3254498935	139.9297386547	159.0973510742	
DSC06660.JPG	35.3259029476	139.9296775660	159.2966766357	
DSC06661.JPG	35.3263826887	139.9294937201	159.0648040771	
DSC06662.JPG	35.3268714333	139.9294099135	158.0813446045	
DSC06663.JPG	35.3273816095	139.9292661648	158.1308441162	
DSC06664.JPG	35.3279179267	139.9291247741	161.3494110107	
DSC06665.JPG	35.3284309383	139.9290072395	161.0589141846	
DSC06666.JPG	35.3280189339	139.9284262681	159.0787811279	
DSC06667.JPG	35.3276650948	139.9285078198	157.9556732178	
DSC06668.JPG	35.3273371160	139.9286239372	156.8058929443	
DSC06669.JPG	35.3269920674	139.9286762120	156.3201446533	
DSC06670.JPG	35.3266419533	139.9287629435	155.4628143311	
DSC06671.JPG	35.3263217732	139.9288413353	156.2709350586	
DSC06672.JPG	35.3259997882	139.9289957949	158.2394714355	
DSC06673.JPG	35.3256316461	139.9290221443	159.1094055176	
DSC06674.JPG	35.3252714145	139.9291395211	160.5976867676	
DSC06675.JPG	35.3249330964	139.9291882364	159.4444274902	
DSC06676.JPG	35.3245951108	139.9292480146	157.1172332764	
DSC06677.JPG	35.3242682362	139.9293638577	155.9787139893	
DSC06678.JPG	35.3239637493	139.9294782699	154.8579101562	
DSC06679.JPG	35.3236196812	139.9295428881	154.5295867920	
DSC06680.JPG	35.3232934412	139.9296013517	155.5523681641	
DSC06681.JPG	35.3229462179	139.9297092981	155.8009185791	
DSC06682.JPG	35.3233789706	139.9289283204	155.4947662354	
DSC06683.JPG	35.3239013944	139.9287327391	157.7087249756	
DSC06684.JPG	35.3244607629	139.9286520999	158.1663360596	
DSC06685.JPG	35.3250086698	139.9284836553	158.1095733643	
DSC06686.JPG	35.3255069320	139.9283603265	157.2824401855	
DSC06687.JPG	35.3260010512	139.9282422690	158.5595703125	
DSC06688.JPG	35.3264936809	139.9281217099	159.4301605225	
DSC06689.JPG	35.3269946537	139.9279962749	158.5571136475	
DSC06690.JPG	35.3275100930	139.9278386803	162.3473510742	
DSC06691.JPG	35.3280185778	139.9277218082	164.1738586426	
DSC06692.JPG	35.3277810885	139.9271285482	160.1386718750	
DSC06693.JPG	35.3274683216	139.9272175526	159.8649749756	
DSC06694.JPG	35.3271317033	139.9272964260	158.8368988037	
DSC06695.JPG	35.3267892441	139.9273896072	155.8905639648	
DSC06696.JPG	35.3264363577	139.9274870186	155.9612274170	
DSC06697.JPG	35.3260934596	139.9275531801	157.0607604980	
DSC06698.JPG	35.3257523767	139.9276427744	158.1871490479	
DSC06699.JPG	35.3254137454	139.9277376853	158.5447540283	
DSC06700.JPG	35.3250861162	139.9278247524	156.8611450195	
DSC06701.JPG	35.3247278746	139.9278877635	155.6690979004	
DSC06702.JPG	35.3243856959	139.9279678411	156.6093597412	
DSC06703.JPG	35.3240281507	139.9280659624	156.6337432861	
DSC06704.JPG	35.3236939367	139.9281558387	159.5767974854	
DSC06705.JPG	35.3233571077	139.9281768136	158.9921569824	
DSC06706.JPG	35.3230239630	139.9282883817	157.1807250977	
DSC06707.JPG	35.3231519910	139.9276138250	156.9549713135	
DSC06708.JPG	35.3236823994	139.9274720253	158.3993377686	
DSC06709.JPG	35.3242200166	139.9273335007	158.4336700439	
DSC06710.JPG	35.3247471404	139.9271848865	159.0098876953	
DSC06711.JPG	35.3252620975	139.9270839771	158.3723602295	
DSC06712.JPG	35.3257971259	139.9269059854	159.2021026611	
DSC06713.JPG	35.3262856232	139.9267953733	159.3757934570	
DSC06714.JPG	35.3267341826	139.9266829851	159.2390441895	
DSC06715.JPG	35.3272207377	139.9265658730	159.1847229004	
DSC06716.JPG	35.3277078496	139.9264568700	159.4796752930	
DSC06717.JPG	35.3275759101	139.9258153137	158.8469848633	
DSC06718.JPG	35.3272293821	139.9258498783	157.7066650391	
DSC06719.JPG	35.3269107607	139.9259661386	158.0768127441	
DSC06720.JPG	35.3265772142	139.9260732721	158.4676055908	
DSC06721.JPG	35.3262533214	139.9261547245	159.6851654053	
DSC06722.JPG	35.3259174547	139.9261656214	158.4857025146	
DSC06723.JPG	35.3255862487	139.9262744600	156.9105834961	
DSC06724.JPG	35.3252955777	139.9264102325	155.7251739502	
DSC06725.JPG	35.3249453895	139.9264924142	156.1233062744	
DSC06726.JPG	35.3246273974	139.9265657793	157.8153076172	
DSC06727.JPG	35.3242721639	139.9266189672	156.0146026611	
DSC06728.JPG	35.3239409396	139.9267208330	156.1105499268	
DSC06729.JPG	35.3236084720	139.9268084434	157.3077239990	
DSC06730.JPG	35.3232769582	139.9268807815	156.4172058105	
DSC06731.JPG	35.3229460662	139.9270023495	157.7249603271	
DSC06732.JPG	35.3226002730	139.9270694556	157.6183166504	
DSC06733.JPG	35.3229453361	139.9262713105	156.8796691895	
DSC06734.JPG	35.3234447612	139.9261756009	157.1723022461	
DSC06735.JPG	35.3239596197	139.9260303954	157.8865051270	
DSC06736.JPG	35.3244820941	139.9258792679	158.5923156738	
DSC06737.JPG	35.3249673433	139.9257795965	158.5295562744	
DSC06738.JPG	35.3255049200	139.9256473152	157.8371276855	
DSC06739.JPG	35.3260185911	139.9255194939	157.5150146484	
DSC06740.JPG	35.3265371819	139.9253666212	159.0227050781	
DSC06741.JPG	35.3270568543	139.9252550443	158.1242218018	
DSC06742.JPG	35.3275722873	139.9250960187	157.5431060791	
DSC06743.JPG	35.3273977506	139.9244976025	156.7576141357	
DSC06744.JPG	35.3270444594	139.9245652615	157.7457885742	
DSC06745.JPG	35.3267126036	139.9246681572	158.4727630615	
DSC06746.JPG	35.3263722423	139.9247608508	158.6697692871	
DSC06747.JPG	35.3260512733	139.9248280251	158.9989166260	
DSC06748.JPG	35.3257162811	139.9249172180	159.7917175293	
DSC06749.JPG	35.3253847980	139.9250046473	158.8420867920	
DSC06750.JPG	35.3250494017	139.9251052908	158.7159881592	
DSC06751.JPG	35.3247321179	139.9251362299	158.5419616699	
DSC06752.JPG	35.3244122235	139.9252651469	157.7554016113	
DSC06753.JPG	35.3240805819	139.9253098162	157.3325805664	
DSC06754.JPG	35.3237603530	139.9254364679	156.8567810059	
DSC06755.JPG	35.3234358852	139.9254962903	156.3863830566	
DSC06756.JPG	35.3231071307	139.9255798515	158.1856536865	
DSC06757.JPG	35.3227680522	139.9256596004	158.5307769775	
DSC06758.JPG	35.3224089240	139.9257248994	156.3936920166	
